condition_info,syntax_penn_tok1,syntax_penn_tok2,syntax_penn_lem1,syntax_penn_lem2,lexical_tok1,lexical_tok2,lexical_lem1,lexical_lem2,age in months,Name
02mars.cha.conv.txt-select.txt,0.21661214442955293,0.48648648648648657,0.22019275302527214,0.5860635486066053,0.7485930578525692,0.5052911526399114,0.7485930578525692,0.5052911526399114,39,Mars
02josh.cha.conv.txt-select.txt,0.5277798139692595,0.13462977755192823,0.3704792868174742,0.14262375999854496,0.24490962016010742,0.02844113001698551,0.36538461538461536,0.02844113001698551,32,Josh
03carl.cha.conv.txt-select.txt,0.7136858151040806,0.5492482413861868,0.6285419119397966,0.5691168568956377,0.5998115770814889,0.3591956255377918,0.5915291801851772,0.3591956255377918,36,Carl
03josh.cha.conv.txt-select.txt,0.42857142857142855,0.12102635224824872,0.3730019232961254,0.12751303887487153,0.6917118683401812,0.20580488803280314,0.6956655929999346,0.2213412195770841,35,Josh
03mars.cha.conv.txt-select.txt,0.6124999999999999,0.3853649583736889,0.601860469581381,0.4167624410999892,0.6120393849983022,0.5019668481718133,0.594107598651686,0.49965362458036194,42,Mars
02carl.cha.conv.txt-select.txt,0.73032543828718,0.595650713883411,0.7912709018102971,0.6053876941302229,0.43586677916655625,0.20353474711894728,0.41668995069000836,0.19967583909220238,35,Carl
03roger.cha.conv.txt-select.txt,0.0,0.502518907629606,0.0,0.5184758473652127,0.48380990291711146,0.12171612389003689,0.48380990291711146,0.12171612389003689,34,Roger
04carl.cha.conv.txt-select.txt,0.8599575473261489,0.7334615542483035,0.8929837205812033,0.7376855421131272,0.6460167172384397,0.2588053612814895,0.680364934424314,0.2623514230103948,43,Carl
03sid.cha.conv.txt-select.txt,0.0,0.0,0.0,0.0,0.34299717028501764,0.0,0.34299717028501764,0.0,38,Sid
02roger.cha.conv.txt-select.txt,0.6396021490668314,0.12126781251816648,0.6210590034081188,0.12499999999999997,0.13055824196677335,0.0,0.13055824196677335,0.0,32,Roger
01carl.cha.conv.txt-select.txt,0.0,0.0,0.24253562503633297,0.0,0.7818700369735248,0.1091089451179962,0.7818700369735248,0.1091089451179962,32,Carl
04sid.cha.conv.txt-select.txt,0.6837119056123091,0.4955009549831861,0.7388120673546313,0.5408500329467275,0.23794873432687508,0.048267640945345004,0.21503263229075897,0.04668126873976717,41,Sid
05mars.cha.conv.txt-select.txt,0.8091441362667163,0.4638172391879494,0.8316671147994418,0.5014492097941122,0.5661946513533739,0.24255500661151785,0.5584560034127397,0.24181098754871339,47,Mars
01roger.cha.conv.txt-select.txt,0.6139406135149205,0.15191090506255,0.565685424949238,0.13497638119975428,0.8523290904704905,0.68350674260132,0.8575581032954628,0.68350674260132,30,Roger
02sid.cha.conv.txt-select.txt,0.2672612419124244,0.0,0.2773500981126146,0.0,0.0,0.0,0.0,0.0,35,Sid
04roger.cha.conv.txt-select.txt,0.6674238124719146,0.6273550009275092,0.7126966450997982,0.7507900084952972,0.4552893599173152,0.13166160373532665,0.5635759629410776,0.11769797726729993,39,Roger
04mars.cha.conv.txt-select.txt,0.8294193158549765,0.5448473409229703,0.8231024303336386,0.583969572052291,0.5460091672836251,0.2365039155975089,0.5321905401785191,0.23715322839587322,44,Mars
04josh.cha.conv.txt-select.txt,0.6163156344279368,0.3735795859462284,0.5345224838248488,0.4075413664867946,0.5442454707351794,0.4432497188160209,0.5228006187764898,0.4432497188160209,37,Josh
01mars.cha.conv.txt-select.txt,0.203594639423715,0.1426148065624585,0.24175915408619977,0.3410932504096794,0.39804896992222,0.1923944280975527,0.4629100498862757,0.18300360434867102,37,Mars
