condition_info,time,syntax_penn_tok1,syntax_penn_tok2,syntax_penn_lem1,syntax_penn_lem2,lexical_tok1,lexical_tok2,lexical_lem1,lexical_lem2,cosine_semanticL,partner_direction,utterance_length1,utterance_length2,condition,age [in months]
120.cha.conv.txt-rand.txt,0,0.37267799624996495,0.0,0.5051814855409226,0.0,0.0944911182523068,0.0,0.0944911182523068,0.0,0.4975225893530588,FAT>CHI,22,4,ASD,43
120.cha.conv.txt-rand.txt,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33597860092716103,CHI>FAT,4,4,ASD,43
120.cha.conv.txt-rand.txt,2,0.4082482904638631,0.0,0.4082482904638631,0.0,0.0,0.0,0.0,0.0,0.5972715858071458,FAT>CHI,4,1,ASD,43
120.cha.conv.txt-rand.txt,3,0.4588314677411235,0.0,0.4588314677411235,0.0,0.0,0.0,0.0,0.0,0.5463029388836377,CHI>FAT,1,12,ASD,43
120.cha.conv.txt-rand.txt,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40219554649665956,FAT>CHI,12,1,ASD,43
120.cha.conv.txt-rand.txt,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15248749748058354,CHI>FAT,1,2,ASD,43
120.cha.conv.txt-rand.txt,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0669501490335016,FAT>CHI,2,1,ASD,43
120.cha.conv.txt-rand.txt,7,0.3849001794597505,0.0,0.35355339059327373,0.0,0.0,0.0,0.0,0.0,0.23547762267134775,CHI>FAT,1,19,ASD,43
120.cha.conv.txt-rand.txt,8,0.3849001794597505,0.0,0.35355339059327373,0.0,0.0,0.0,0.0,0.0,0.25666622293818775,FAT>CHI,19,2,ASD,43
120.cha.conv.txt-rand.txt,9,0.6337502222976297,0.14744195615489714,0.6363636363636364,0.14285714285714285,0.0,0.0,0.0,0.0,0.18354662231983898,CHI>FAT,2,37,ASD,43
120.cha.conv.txt-rand.txt,10,0.4481290797651359,0.0,0.4499770425732575,0.0,0.0,0.0,0.0,0.0,0.39218424361961746,FAT>CHI,37,2,ASD,43
120.cha.conv.txt-rand.txt,11,0.6396021490668313,0.0,0.6396021490668313,0.0,0.0,0.0,0.0,0.0,0.2800832991878639,CHI>FAT,2,5,ASD,43
120.cha.conv.txt-rand.txt,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17153588826673105,FAT>CHI,5,1,ASD,43
120.cha.conv.txt-rand.txt,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3697441138035943,CHI>FAT,1,7,ASD,43
120.cha.conv.txt-rand.txt,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5426960097173293,FAT>CHI,7,4,ASD,43
120.cha.conv.txt-rand.txt,15,0.11504474832710555,0.0,0.14638501094227996,0.0,0.0,0.0,0.0,0.0,0.3351283707598349,CHI>FAT,4,23,ASD,43
120.cha.conv.txt-rand.txt,16,0.0,0.0,0.0,0.0,0.0,0.0,0.5926377579897538,0.0,,FAT>CHI,23,4,ASD,43
120.cha.conv.txt-rand.txt,17,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,0.4743416490252569,0.0,,CHI>FAT,4,4,ASD,43
120.cha.conv.txt-rand.txt,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03549068436883451,FAT>CHI,4,4,ASD,43
120.cha.conv.txt-rand.txt,19,0.3872983346207417,0.0,0.3872983346207417,0.0,0.0,0.0,0.0,0.0,0.15674305465936855,CHI>FAT,4,6,ASD,43
120.cha.conv.txt-rand.txt,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11153528414716563,FAT>CHI,6,2,ASD,43
120.cha.conv.txt-rand.txt,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1919797924748401,CHI>FAT,2,23,ASD,43
120.cha.conv.txt-rand.txt,22,0.09325048082403137,0.0,0.09534625892455924,0.0,0.0,0.0,0.0,0.0,0.3094408472302945,FAT>CHI,23,4,ASD,43
120.cha.conv.txt-rand.txt,23,0.15811388300841897,0.0,0.1348399724926484,0.0,0.0,0.0,0.0,0.0,0.4717298251731846,CHI>FAT,4,13,ASD,43
120.cha.conv.txt-rand.txt,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42028072520084625,FAT>CHI,13,1,ASD,43
120.cha.conv.txt-rand.txt,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2826909591462168,CHI>FAT,1,14,ASD,43
120.cha.conv.txt-rand.txt,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20356629483372202,FAT>CHI,14,1,ASD,43
120.cha.conv.txt-rand.txt,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1789784353610081,CHI>FAT,1,37,ASD,43
120.cha.conv.txt-rand.txt,28,0.0,0.0,0.0,0.0,0.4747126632775413,0.0,0.4747126632775413,0.0,0.7334333165720315,FAT>CHI,37,1,ASD,43
120.cha.conv.txt-rand.txt,29,0.0,0.0,0.0,0.0,0.42640143271122083,0.0,0.3922322702763681,0.0,0.719126286401991,CHI>FAT,1,18,ASD,43
120.cha.conv.txt-rand.txt,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2542749765836313,FAT>CHI,18,7,ASD,43
120.cha.conv.txt-rand.txt,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2703797715979743,CHI>FAT,7,26,ASD,43
120.cha.conv.txt-rand.txt,32,0.7442084075352507,0.3481553119113957,0.7223151185146152,0.3481553119113957,0.1889822365046136,0.0,0.1889822365046136,0.0,0.42432865079111903,FAT>CHI,26,5,ASD,43
120.cha.conv.txt-rand.txt,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CHI>FAT,5,3,ASD,43
120.cha.conv.txt-rand.txt,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,FAT>CHI,3,4,ASD,43
120.cha.conv.txt-rand.txt,35,0.6750527405556144,0.140028008402801,0.5773502691896257,0.14586499149789459,0.0,0.0,0.0,0.0,0.2640619161589587,CHI>FAT,4,34,ASD,43
120.cha.conv.txt-rand.txt,36,0.213470420089446,0.0,0.18257418583505533,0.0,0.0,0.0,0.0,0.0,0.33680258143083397,FAT>CHI,34,4,ASD,43
120.cha.conv.txt-rand.txt,37,0.23717082451262844,0.0,0.18257418583505536,0.0,0.0,0.0,0.0,0.0,0.3015159357295787,CHI>FAT,4,8,ASD,43
120.cha.conv.txt-rand.txt,38,0.5303300858899106,0.0,0.40824829046386296,0.0,0.0,0.0,0.0,0.0,0.3908019880321931,FAT>CHI,8,2,ASD,43
120.cha.conv.txt-rand.txt,39,0.45267873021259264,0.18569533817705186,0.45643546458763834,0.1796053020267749,0.0,0.0,0.0,0.0,0.49599419747621076,CHI>FAT,2,28,ASD,43
120.cha.conv.txt-rand.txt,40,0.5174548896682011,0.13130643285972254,0.521749194749951,0.1270001270001905,0.09901475429766744,0.0,0.09622504486493763,0.0,0.654050804281819,FAT>CHI,28,3,ASD,43
120.cha.conv.txt-rand.txt,41,0.4815434123430769,0.0,0.4815434123430769,0.0,0.16012815380508716,0.0,0.16012815380508716,0.0,0.6296525557188117,CHI>FAT,3,13,ASD,43
120.cha.conv.txt-rand.txt,42,0.6527533657682196,0.3779644730092272,0.746003846592251,0.3779644730092272,0.0,0.0,0.0,0.0,0.43847365926214366,FAT>CHI,13,3,ASD,43
120.cha.conv.txt-rand.txt,43,0.7606388292556648,0.17677669529663687,0.8696263565463043,0.16666666666666666,0.0,0.0,0.0,0.0,0.5123283097734894,CHI>FAT,3,21,ASD,43
120.cha.conv.txt-rand.txt,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25488274873728056,FAT>CHI,21,4,ASD,43
120.cha.conv.txt-rand.txt,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3060911194183288,CHI>FAT,4,10,ASD,43
120.cha.conv.txt-rand.txt,46,0.0,0.0,0.0,0.0,0.31622776601683794,0.0,0.31622776601683794,0.0,0.5383690754523816,FAT>CHI,10,1,ASD,43
120.cha.conv.txt-rand.txt,47,0.0,0.0,0.0,0.0,0.4082482904638631,0.0,0.4082482904638631,0.0,0.6552450899215196,CHI>FAT,1,6,ASD,43
128.cha.conv.txt-rand.txt,0,0.35355339059327373,0.0,0.5163977794943222,0.0,0.0,0.0,0.20412414523193148,0.0,0.6492547542393018,MOT>CHI,12,2,ASD,52
128.cha.conv.txt-rand.txt,1,0.35355339059327373,0.0,0.35355339059327373,0.0,0.0,0.0,0.0,0.0,0.4004757737966005,CHI>MOT,2,4,ASD,52
