,syntax_penn_tok1,syntax_penn_tok2,syntax_penn_lem1,syntax_penn_lem2,lexical_tok1,lexical_tok2,lexical_lem1,lexical_lem2,condition_info,condition
0,0.8905684183971792,0.6028396490933596,0.9142175065904308,0.5931942515438862,0.516371014774586,0.10916954932764422,0.5393188628836078,0.10928546160066177,085NL.cha.conv.txt-rand.txt,SLI
1,0.8982353356147394,0.5863437342428909,0.9583962020136131,0.6309342417999395,0.28148593383861437,0.010996308799092703,0.3347350199427401,0.011576447237038157,041RZ.cha.conv.txt-rand.txt,SLI
2,0.9167878136422524,0.6373933131236017,0.9100769477847764,0.6506002414141357,0.486082602507059,0.19477406778286066,0.4967292514134216,0.20159845489141176,037MB.cha.conv.txt-rand.txt,SLI
3,0.9049677032722885,0.6220285317495327,0.9605070352329241,0.742826052531956,0.574135082650643,0.06315816906433287,0.5776654140949176,0.06209076538489013,025TS.cha.conv.txt-rand.txt,SLI
4,0.9209645319359112,0.5968220600614941,0.9471754280940395,0.672932125387854,0.6226124285712554,0.12868632062817537,0.6369590426871546,0.1406002552389668,073CB.cha.conv.txt-rand.txt,SLI
5,0.9194788351503135,0.6975103425997611,0.9601090802015605,0.7710277141884124,0.6688522821453307,0.2403028556482457,0.6774298288566338,0.24888776672689525,109AM.cha.conv.txt-rand.txt,SLI
6,0.7879380880596574,0.5683652019571743,0.8807495672789556,0.5795914786459753,0.6138095929122452,0.18570513931632612,0.63221533734257,0.20832752416227768,107KD.cha.conv.txt-rand.txt,SLI
7,0.9026723084955101,0.45645242582822276,0.936579291643848,0.5446211162180614,0.5077423068309277,0.055079748967692126,0.5220389525641289,0.05661035362597143,021RS.cha.conv.txt-rand.txt,SLI
8,0.8838782042725515,0.557901908247106,0.925340567121047,0.5519372140274998,0.3666016666534037,0.04287724780883294,0.3606263797845677,0.04234956268852763,001AK.cha.conv.txt-rand.txt,SLI
9,0.8279131259166354,0.6502278499517816,0.9041692053668199,0.6522026364681944,0.6640011032765538,0.24037050014321026,0.6793839955001192,0.24911529398091642,084GD.cha.conv.txt-rand.txt,SLI
10,0.8652462286004649,0.6593739844204495,0.9255697646925255,0.6793349291296696,0.5779347087890992,0.12604255240353696,0.5931488352614734,0.1272325459004112,071YV.cha.conv.txt-rand.txt,SLI
11,0.6548641156317301,0.40655127765555166,0.7840111513521552,0.46096378545014927,0.5892746828719971,0.08558991233785421,0.6005301623024323,0.08865526205526238,068SW.cha.conv.txt-rand.txt,SLI
12,0.8707056197391045,0.6444370389631885,0.9201632568646378,0.6791125222509363,0.3400994227902512,0.035207164834684015,0.3951858756263568,0.04665065524912041,019JC.cha.conv.txt-rand.txt,SLI
13,0.9534957779811523,0.6160291758326675,0.9692200747167775,0.6448761937582778,0.5580621871583187,0.09282014776995416,0.5804802133053535,0.10583150666307535,035CB.cha.conv.txt-rand.txt,SLI
14,0.8741458403998575,0.6006312029810535,0.9471576456326866,0.6643979322840532,0.7326858715725958,0.2812531998358886,0.7480929288465054,0.29711070801027717,083BB.cha.conv.txt-rand.txt,SLI
15,0.7152206932446187,0.5517499300347343,0.8287071780704074,0.6119684885813539,0.6304222339120776,0.10180513793506486,0.6500445413445081,0.11830247524357211,064JG.cha.conv.txt-rand.txt,SLI
16,0.8770929799672422,0.6192692396925659,0.9530330371635005,0.6525787367239655,0.3560402772580479,0.008189571487787881,0.38877810357919484,0.009256724482793459,067EE.cha.conv.txt-rand.txt,SLI
